,EPIC,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,istart,istop,logE,low_yerr,maxenerg,n_obj,nflares,tobs
16,211897054,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.1706292882076963,0.22968429372345,598.0,600.0,33.056202012305434,0.5185711012438919,2.3480612676137143e+34,198,22,32.587569396912315
31,211937242,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.19083267429598316,0.23706313964665093,2648.0,2660.0,33.07950159737789,0.5623902413970574,2.3480612676137143e+34,198,22,32.587569396912315
33,211938350,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.2120219733659212,0.24419226378563041,123.0,133.0,33.14958720670298,0.6102265466023546,2.3480612676137143e+34,198,22,32.587569396912315
74,212021901,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.2342983680770736,0.24536738184086015,325.0,327.0,33.16702753609126,0.6187248103198373,2.3480612676137143e+34,198,22,32.587569396912315
32,211937538,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.25777946392659645,0.245146652506125,1785.0,1790.0,33.1922195025734,0.6171140302495997,2.3480612676137143e+34,198,22,32.587569396912315
84,212032381,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.2826030476516286,0.253173355211723,1466.0,1468.0,33.288905172199634,0.6805207205724728,2.3480612676137143e+34,198,22,32.587569396912315
12,211892510,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.3089319863739777,0.25408196134381966,2613.0,2614.0,33.29175928347487,0.6883994746170039,2.3480612676137143e+34,198,22,32.587569396912315
6,211835162,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.3369607099742211,0.25817853406775293,1590.0,1601.0,33.29974856434675,0.7260382495788947,2.3480612676137143e+34,198,22,32.587569396912315
50,211974687,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.3669239333516645,0.27014513148651864,2403.0,2406.0,33.330989989835054,0.8623595400541813,2.3480612676137143e+34,198,22,32.587569396912315
63,211991662,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.39910861672306575,0.26815805907903467,1665.0,1670.0,33.37001677071965,0.8362613279841185,2.3480612676137143e+34,198,22,32.587569396912315
39,211943375,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.4338707229822776,0.2815690271544202,1011.0,1019.0,33.39437827702288,1.0572840149106184,2.3480612676137143e+34,198,22,32.587569396912315
38,211941765,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.47165928387167755,0.2952077284097008,752.0,761.0,33.451612052915195,1.5745700603945472,2.3480612676137143e+34,198,22,32.587569396912315
10,211892510,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.5130519690299025,0.31214727553006294,1245.0,1250.0,33.458211494852975,3.3010299956639813,2.3480612676137143e+34,198,22,32.587569396912315
18,211901458,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.5588094595905776,0.31704123328051137,3021.0,3023.0,33.47584862924774,3.255272505103306,2.3480612676137143e+34,198,22,32.587569396912315
0,211801146,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.6099619820379589,0.31254361617772,2101.0,2106.0,33.50672030239209,3.204119982655925,2.3480612676137143e+34,198,22,32.587569396912315
60,211991074,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.6679539290156457,0.3330857508659907,1719.0,1721.0,33.561399913978576,3.146128035678238,2.3480612676137143e+34,198,22,32.587569396912315
64,211992880,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.7349007186462588,0.3361839287422346,72.0,77.0,33.609580193835654,3.079181246047625,2.3480612676137143e+34,198,22,32.587569396912315
57,211982727,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.8140819646938836,0.36870985290212943,2991.0,2996.0,33.71444037746528,3.0,2.3480612676137143e+34,198,22,32.587569396912315
43,211953966,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-0.9109919777019401,0.4181075565147824,1093.0,1096.0,33.85309213994742,2.9030899869919438,2.3480612676137143e+34,198,22,32.587569396912315
51,211976466,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-1.03593071431024,0.4179763860432974,2837.0,2853.0,33.953684424274435,2.778151250383644,2.3480612676137143e+34,198,22,32.587569396912315
26,211916505,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-1.2120219733659212,0.49271157283748607,2285.0,2290.0,34.107730805522614,2.6020599913279625,2.3480612676137143e+34,198,22,32.587569396912315
87,212094548,3249.0,3000.0,-2.047590376245808,0.0270878918510007,34.5244777473135,0.909730494378992,M44,-1.5130519690299025,0.6232492903979004,852.0,861.0,34.3707094247048,2.3010299956639813,2.3480612676137143e+34,198,22,32.587569396912315
